id	guid	mid	field_1	field_2	field_3	field_4	field_5	field_6
1563626597596	lP-5{cBXn#	1562101354843	When a yield curve is {{c2::downward sloping}}, it is called {{c1::inverted}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 18 p. 4		
1563626776141	H<gTZk,;dF	1562101354843	Bond yields: {{c1::Expectations}} theory argues that {{c2::the long-term yield rate is determined purely by the current and future expected short-term rates (i.e. long-term rates are equivalent to a sequence of short-term ones)}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 18 p. 4		
1563626929555	l(3?Y~t?IE	1562101354843	Bond yields: {{c1::Market segmentation}} theory argues that {{c2::the shape of a yield curve is determined by the demand for debt among markets with different term preferences}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 18 p. 4		
1563627161541	zC]|u$.{}w	1562101354843	Bond yields: {{c1::Liquidity preference theory}} argues that {{c2::the shape of a yield curve is determined by the fact that agents perfer to lend short-term and borrow long-term (i.e. they prefer cash), so yield curves are increasing}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 18 p. 4		
1563627336649	G0*ugabeD@	1562101354843	The notation used for describing the term structure of interest rates is as follows.<div><br></div><div>1) \(t\) denotes {{c1::the current time}}.</div><div><br></div><div>2) \(T\) denotes {{c2::the maturity time for a given bond / security}}.</div><div><br></div><div>3) \(P(t,T)\) denotes {{c3::the price of a zero coupon bond as a function of \(t\) and \(T\)}}.</div><div><br></div><div>4) \(r(t)\) denotes {{c4::the short rate}}.</div><div><br></div><div>5) \(f(t, T, S)\) denotes {{c5::the continuously compounded forward rate for the period \((T, S)\)}}.</div><div><br></div><div>6) \(f(t, T)\) denotes {{c6::the instantaneous forward rate}}.</div><div><br></div><div>7) \(r(t, T)\) denotes {{c7::the continuously compounded spot rate}}.</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 18 p. 35		
1563628495050	tMhM}=s!:k	1562101354843	Term structure of interest rates, \[f(t,T) = {{c1::\lim_{T\to S}F(t, T, S)}} = {{c2::-\frac{\partial}{\partial T} \ln P(t,T)}}.\]	Here \(f(t,T)\) is the instantaneous forward rate for the period \((T,S)\), \(F\) is the discretely compounded forward rate, and \(P(t,T)\) is the zero-coupon bond price.<br>		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 18 p. 35		
1563629551813	jT{h*/yf:_	1562101354843	{{c1::Credit risk}} is {{c2::the risk that a party defaults on its obligations}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 19 p. 3		
1563630429397	Q95g%*l}pQ	1562101354843	Credit risk: {{c1::The recovery rate}} is {{c2::the percentage of the exposure that will <i>not</i>&nbsp;be lost on a default}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 19 p. 3		
1563630618893	KT[.]9Y]fd	1562101354843	NRSRO stands for {{c1::Nationally Recognised Statistical Rating Organisation}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 19 p. 4		
1563630727026	u|.<GNF5q|	1562101354843	{{c2::A credit event}} is {{c1::an event which may result in a default (or the event of a default itself)}}.	Examples include bankruptcy or downgrade by an NRSRO.		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 19 p. 4		
1563707330283	xc^7A{^SK7	1562101354843	"We write {{c2::""\(f(x)\) is \(o(x)\) as \(x\) goes to zero""}} if {{c1::\[\lim_{x \to 0}\frac{f(x)}{x} = 0.\]}}"	This is actually just an alternative definition of the standard complexity notation.		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 3		
1563707622313	C=/Us,A=a;	1562101354843	The notation used in ruin theory is as follows.<div><br></div><div>1) {{c4::\(N(t)\)}} denotes {{c1::the number of claims generated by the portfolio in the time interval \([0,t]\) for every \(t \geq 0\)}}.</div><div><br></div><div>2) {{c5::\(X_i\)}} denotes {{c2::the size of the \(i\)-th claim for \(i \in \mathbb{Z}^+\)}}.</div><div><br></div><div>3) {{c6::\(S(t)\)}} denotes {{c3::the sum of the claims up until time \(t\)}}.</div><div><br></div><div>4) {{c8::\(c\)}} denotes {{c7::the rate of premium income per unit time}}.</div><div><br></div><div>5) {{c10::\(U\) and \(U(t)\)}} denote {{c9::the value of a portfolio at time 0 and at time \(t\) respectively}}.</div><div><br></div><div>6) {{c12::\(\psi(U, t)\) and \(\psi(U)\)}} denote {{c11::the probability of ruin at time \(t\) and the probability of eventual ruin respectively}}.</div>	More formally, \(S(t) = \sum_{i\leq N(t)}X_i\).		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 4		
1563707835192	oe?h/;k*:D	1562101354843	Ruin theory: By definition, \[S(t) = {{c1::\begin{cases}0 &amp; \textrm {if } N(t) = 0\\ \sum_{i=1}^{N(t)} X_i&nbsp; &amp; \textrm{otherwise}\end{cases} }}\]			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 4		
1563707860259	s(K!.::LfJ	1562101354843	Ruin theory: {{c2::The aggregate claims process (for a given risk)}} is {{c1::the process \(\{S(t)\}_{t\geq 0}\)}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 4		
1563707931945	M:W-c.)Rq;	1562101354843	Ruin theory: By definition, \[U(t) = {{c1::U + ct - S(t)}}\]			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 5		
1563708193594	sijkV$J6Ey	1562101354843	Ruin theory: {{c2::The cash flow process (for a given risk)}} is {{c1::the process \(\{U(t)\}_{t\geq 0}\)}}.	This is also called the surplus process.		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 4		
1563708725806	Bg7CXFYn]r	1562101354843	Ruin theory: By definition \[\begin{align}\psi(U) &amp; = {{c1::\mathbb{P}\{U(t)&lt;0 \textrm{ for some } t &gt; 0\} }}\\ \psi(U, t) &amp; = {{c1::\mathbb{P}\{U(\tau)&lt;0 \textrm{ for some } 0 &lt; \tau \leq t\} }}\\ \psi_h(U) &amp; = {{c1::\mathbb{P}\{U(t)&lt;0 \textrm{ for some } t \in h\mathbb{Z}^+\} }}\\ \psi_h(U, t) &amp; = {{c1::\mathbb{P}\{U(\tau)&lt;0 \textrm{ for some } \tau \in \{h, 2h, \dots, t\} \} }} \end{align}\]	Note that by assumption \(t \in h \mathbb{Z}^+\) in the definition of \(\psi_h(U, t)\).		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 6		
1563709860809	uU#kmH|:~=	1562101354843	Let \(T_1\) denote the the time of of the first event in a poisson process with parameter \(\lambda\). \(T_1\) has {{c1::an exponential distribution::what distribution?}}. In particular \[\mathbb{P}(T_1 \leq t) = {{c1::1 - e^{-\lambda t}.}}\]	Note that due to the memoryless property this holds for all inter-event times. Naturally this relationship also holds for Markov jump processes, the new parameter being \(\lambda_i = \sum_{i \neq j}\mu_{ij}\).<br><br>Memory aid: You can think of this in terms of transition intensities / probabilities (which is in effect what those even are). \(e^{-\lambda t}\) is the probablility of remaining in the initial state.		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 10<div></div>		
1563718879459	EyMPN@XuFt	1562101354843	{{c6::A poisson process (with parameter \(\lambda\))}} is {{c1::a counting process<sup>D65</sup>, \(\{N(t)\}_{t \geq 0}\),}} where all of the following hold.<div><br></div><div>1) {{c2::\(\mathbb{P}\{N(t+h) = r\mid N(t) = r\} = 1-\lambda h + o(h)\).}}</div><div><br></div><div>2)&nbsp;{{c3::\(\mathbb{P}\{N(t+h) = r+1\mid N(t) = r\} = \lambda h + o(h)\).}}</div><div><br></div><div>3)&nbsp;{{c4::\(\mathbb{P}\{N(t+h) &gt; r+1\mid N(t) = r\} = o(h)\).}}</div><div><br></div><div>4) {{c5::\(N(t)-N(s)\) is independent of \(N(s)\) for every \(s &lt;t\).}}</div>	The first three conditions say that over small time periods, the probability of a counting event is proportional to the amount of time waited.<br><br>An alternative definition is:<br><br>1) \(N_0 = 0\).<br>2) \(N\) has independent stationary poisson increments. i.e. \(N_s-N_t \sim \textrm{Poi}(\lambda(s-t))\).	D64	<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 9		
1563719663466	J>8-XWFlX6	1562101354843	{{c1::A compound poisson process}} is a stochastic process, \(S=\{S(t)\}_{t \geq 0}\), such that<br><br>1) {{c2::Each \(S_t\) is a compound poisson random variable with common generators \(\{X_i\}_{i \in \mathbb{Z}^+}\)&nbsp;and counter \(N_t\).}}<br><br>2) {{c3::\(\{N_t\}_{t \geq 0}\) is a poisson process<sup>D64</sup>.}}			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 12		
1563720290609	j-N9I*l%&r	1562101354843	Ruin theory: Let \(S(t)\) be a compound Poisson process. Then \[M_S(r) = {{c1::e^{\lambda t(M_X(r) - 1)} }}.\]			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 13		
1563720320610	q!46<Rck?]	1562101354843	Ruin theory: Sometimes the premium rate, \(c\), is written as \[c = {{c1::(1 + \theta)\lambda m_1}}\] where \(\theta\) is called {{c2::the premium loading factor}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 16		
1563783838506	BMd6`)n[k>	1562101354843	Ruin theory: {{c2::Lundberg's inequality}} states {{c1::that \[\psi(U) \leq e^{-RU}\] where \(\psi(U)\) is the probability of eventual ruin with initial surplus \(U\) and \(R\) is the adjustment coefficient}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 19		
1563784049523	q%MRj3DQrI	1562101354843	Ruin theory: Lundberg's inequality is the fact that \[{{c2::\psi(U)}} \leq {{c1::e^{-RU} }}.\]<br>	Here \(\psi(U)\) is the probability of eventual ruin with initial surplus \(U\) and \(R\) is the adjustment coefficient.<br>		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 19		
1563784569478	M?0+!&b$!+	1562101354843	Given a compound Poisson process with parameter \(\lambda\), {{c2::the adjustment coefficent, \(R \in \mathbb{R}\)}}&nbsp;is defined as {{c1::the unique positive root of \[\lambda M_X(R) - \lambda - cR = 0.\]}}			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 21		
1563784578625	qg039Gy7CQ	1562101354843	Ruin theory: Let \(R\) be the adjustment coefficient for a given compound Poisson process. Then \[M_X(R) = {{c1::1 + (1+\theta)m_1 R}}.\]	Note that this depends on the definition of \(\theta\) as \(c = (1+\theta)\lambda m_1\).		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 21		
1563784718081	A20htt{.5m	1562101354843	Ruin theory: \[{{c2::\frac{1}{M} \ln(1+\theta)}} &lt; R &lt; {{c1::2\theta m_1 / m_2}}.\]	Where \(M\) is an upper bound on the claim amount. Note that the lower bound only exists when there is such an upper bound.		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 25		
1563787128852	d|gwjZukt	1562101354843	Ruin theory: When {{c1::claims are distributed exponentially, i.e. \(F(x) = 1-\exp(-x)\),}} we have \[\psi(U) = {{c2::\frac{1}{1+\theta}\exp\left(-\frac{\theta U}{1+\theta}\right)}}.\]	Note that monetary and time units have been chosen so that \(\lambda = 1\) and \(\mathbb{E}(X) = 1\).		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 30		
1563787253893	j-:4omjkR<	1562101354843	Ruin theory: When {{c2::claims are exponentially distributed}} we have \[R = {{c1::\frac{\alpha\theta}{1+\theta} }}.\]	Here \(\alpha\) is the parameter of the exponential distribution, i.e. \(F(x) = 1 - e^{-\alpha x}\).		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 24		
1563787590309	k/HTJ@%[`4	1562101354843	Ruin theory: \[{{c2::\theta = 0}} \Rightarrow {{c1::\psi(U) = 1}}\]			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 38		
1563788229933	J#1+Jpt2z[	1562101354843	{{c1::Proportional reinsurance}} is {{c2::reinsurance where the reinsurer covers an agreed fraction of each risk}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 40		
1563791690056	Ku:g)6.LFk	1562101354843	{{c1::Excess of loss reinsurance}} is {{c2::reinsurance where a liability is passed to the reinsurer for exceptionally large claims or claims arising from a single event / in a single time period}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 42		
1563791774289	iCW~49:kv<	1562101354843	In the case of proportional reinsurance, the reinsurance premium is typically written as {{c1::\((1+\xi)(1-\alpha)\lambda m_1\) where \(\xi\) is the reinsurer's premium loading and \(\alpha\) is the proprotion the reinsurer pays on each claim}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 42		
1563792088838	Ev#h:HO<:m	1562101354843	In the case of proportional reinsurance we have \[{{c1::1-\frac{\theta}{\xi} }} &lt; \alpha.\]	Here \(\xi\) is the reinsurer's loading premium and \(\alpha\) is the proprotion the reinsurer pays on each claim.		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 20 p. 45		
1563798134768	xi2S>LP(Zm	1562101354843	{{c1::An IBNR}} is {{c2::a claims reserve required in respect of claims that are incurred but not reported (yet)}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 21 p.3		
1563798201064	q^x:)/w]iM	1562101354843	{{c2::An outstanding reported claims reserve}} is {{c1::a claims reserve required in respect of claims that have been reported but are not yet closed}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 21 p.3		
1563808832174	y0R`CGrc4d	1562101354843	The notation used for statistical run-off triangles is as follows.<div><br></div><div>1) {{c10::\(C_{ij}\)}} \(=\) {{c5::\(r_j s_i x_{i+j} + e_{ij}\)}} denotes {{c5::the incremental claims with event year \(i\) and development year \(j\)}}.</div><div><br></div><div>2) {{c6::\(r_j\)}} denotes {{c1::the development factor for development year \(j\)}}.</div><div><br></div><div>3) {{c7::\(s_i\)}} denotes {{c2::the exposure factor for the event year \(i\)}}.</div><div><br></div><div>4) {{c8::\(x_{i+j}\)}} denotes {{c3::the adjustment for the calendar year \(i+j\) (e.g. inflation)}}.</div><div><br></div><div>5) {{c9::\(e_{ij}\)}} denotes {{c4::the error}}.</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 21 p. 10		
1563809689818	HHyC.!t~pp	1562101354843	Run-off triangles: {{c2::The chain ladder method}} is {{c1::a method of estimating the development factors in a run-off triangle where we set each development factor to the weighted average reported factor for that year}}.	<div>By 'weighted' here we mean weighted by the total claim in the first year.</div><div><br></div>In practice \(r_j^\prime\) is calculated as the sum of the claims in development year \(j\) divided by the sum of the corresponding claims in development year \(0\)		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 21 p. 12		
1563809830221	t*J,I<%p;#	1562101354843	Run-off triangles: {{c2::The loss ratio}} is {{c1::the ratio of incurred claims to earned premiums}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 21 p. 20		
1563810129957	BaxV{IXTr`	1562101354843	Run-off triangles: {{c2::A grossing-up factor}} is {{c1::the proportion of the ultimate claim amount that has been paid by development year \(j\)}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 21 p. 29		
1563911894144	Cz.8~8Lt%6	1562101354843	The Black–Scholes formula for&nbsp;<u>put</u>&nbsp;options is the following.<br><br>Let \(f(t, S_t)\) be the price of a put option at time \(t\) and \(S_t\) be the underlying price (defined as in the assumptions for Black–Scholes). Then<div>\[f(t, S_t) = {{c1::Ke^{-r(T-t)} \Phi(-d_2)}} - {{c2::S_t\Phi(-d_1)}}\] where \[d_1 = \frac{\log\frac{S_t}{K} + \left(r + \frac{1}{2}\sigma^2\right)(T-t)}{\sigma\sqrt{T-t}},\] \(d_2 = d_1 - \sigma\sqrt{T-t}\), \(\Phi\) is the cumulative normal distribution, \(T\) is the expiry time and \(K\) is the strike price.<br></div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 15 p. 8		
1563912131734	m*Q%%O}Wkn	1562101354843	The Black–Scholes formula for&nbsp;<u>call</u>&nbsp;options is the following.<br><br>Let \(f(t, S_t)\) be the price of a call option at time \(t\) and \(S_t\) be the underlying price (defined as in the assumptions for Black–Scholes). Then \[f(t, S_t) = S_t \Phi(d_1) - Ke^{-r(T-t)} \Phi(d_2)\] where \[d_1 = \frac{{{c1::\ln\frac{S_t}{K} }} + {{c2::\left(r + \frac{1}{2}\sigma^2\right)(T-t)}} }{ {{c3::\sigma\sqrt{T-t} }} },\] \(d_2 = d_1 - \sigma\sqrt{T-t}\), \(\Phi\) is the cumulative normal distribution, \(T\) is the expiry time and \(K\) is the strike price.<br>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 15 p. 8		
1564000286220	r,^*Gkkhh;	1562101354843	For any pair of Ito integrals we have \[\begin{align}&amp; {{c2::\mathbb{E}\left[\left(\int_0^Tf(W_t, t)\ \textrm{d}W_t\right)\cdot\left(\int_0^Tg(W_t, t)\ \textrm{d}W_t\right)\right]}}\\ &amp; = {{c1::\int_0^T \mathbb{E}[f(W_t, t)\cdot g(W_t, t)]\ \textrm{d}t}}.\end{align}\]<br>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 10 p. 10		
1564000644766	F>bJrh{lgZ	1562101354843	Put-call parity is the name given to the relationship \[{{c1::c_t + Ke^{-r(T-t)} }} = {{c2::p_t + S_t}},\] where \(c_t\) and \(p_t\) are the prices of {{c3::European call and put options at time \(t\) respectively}}, \(K\) is the strike price, \(r\) is the risk-free interest rate, and \(S_t\) is the value of the underlying asset at time \(t\).<br>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 12 p. 30		
1564001399431	z`bSbKnGlk	1562101354843	For any Ito integral we have&nbsp;\[\mathbb{E}\left[\int_0^T f(W_t, t)\ \textrm{d}W_t\right] = {{c1::0}}.\]			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 10 p. 9		
1564001478560	r%3z![1i#5	1562101354843	For any Ito integral we have&nbsp;\[\begin{align}{{c3::\textrm{Var}\left[\int_0^T f(W_t, t)\ \textrm{d}W_t\right]}} &amp; = {{c2::\mathbb{E}\left[\left(\int_0^T f(W_t, t)\ \textrm{d}W_t\right)^2\right]}}\\ &amp; = {{c1::\int_0^T \mathbb{E}[f^2(W_t, t)]\ \textrm{d}t}}.\end{align} \]			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 10 p. 9		
1564040555474	c2V:YX5r?	1562101354843	My {{c3::ARN}} is&nbsp;{{c1::959}}{{c2::76}}{{c4::39}}					
1564077902399	b/&!CO5![J	1562101354843	Let \(X_t\) and \(Y_t\) be a \(P\)-martingale processes. The martingale representation theorem states that then {{c1::there exists a unique previsible process \(\phi_t\) such that \[Y_t = Y_0 + \int_0^t \phi_s\ \textrm{d}X_s\] (that is, \(\textrm{d} Y_t = \phi_t \textrm{d}X_t\))}} if and only if {{c2::there exists no measure, \(Q \neq P\) such that \(Q\) and \(P\) are equivalent and \(X_t\) is \(Q\)-marginale}}.<br>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 16 p. 13		
1564218597346	oygejS0)k<	1562101354843	{{c1::The premium equity puzzle}} refers to the fact that {{c2::the difference between bond yields and average return on US equities is much larger than can be explained by risk aversion and standard asset pricing models}}.	('Equity premium' refers to the additional return required on an equity to make it attractive despite the risk compared to a risk-free investment.)		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 3 p. 18		
1564218757029	C,VsZmvgpU	1562101354843	{{c1::Myopic loss aversion}} refers to the fact that {{c2::people are less risk-averse when considering a series of repeated gambles compared to a single gamble}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 3 p. 18		
1564218971127	H~tsQ*2$hy	1562101354843	The premium equity puzzle can be explained by {{c1::myopic loss aversion}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 3 p. 18		
1564219033209	G6!_s!)pcr	1562101354843	{{c1::A quadratic utility function::fact about utility}} is equivalent to {{c2::using expected return and variance as the basis for all decisions}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 4 p. 24		
1564219252258	r&Qe(@Xjz5	1562101354843	{{c1::A utility function that is quadratic below the expected return and linear above::fact about utility}} is equivalent to {{c2::using expected return and semi-variance as the basis for all decisions}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 4 p. 24		
1564219301624	n!<-/u[HVm	1562101354843	Insurance: {{c1::Moral hazard}} refers to {{c2::fact that a policyholder may, because they have insurance, act in a way which makes the insured event more likely}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 4 p. 21		
1564219423113	AcdimyRE%i	1562101354843	<div>{{c1::Adverse selection}}&nbsp;is {{c2::the fact that people who know that they are particularly bad risks are more inclined to take out insurance than those who know that they are good risks}}.<br></div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 4 p. 21		
1564220464144	m3nH#[PbTP	1562101354843	Multifactor models: Single-index models.<div><br></div><div>Recalling that \(R_i = \alpha_i + \beta_i R_M + \varepsilon_i\) we have the following.</div><div><br></div><div>1) \(\mathbb{E}(R_i) =\) {{c1::\(\alpha_i + \beta_i\mathbb{E}(R_M)\)}}.</div><div><br></div><div>2) \(\textrm{Var}(R_i) =\) {{c2::\(\beta_i^2 \textrm{Var}(R_M) + \textrm{Var}(\varepsilon_i)\)}}.</div><div><br></div><div>3) \(\textrm{Cov}(R_i, R_j) =\) {{c3::\(\beta_i \beta_j \textrm{Var}(R_M)\)}}.</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 7 p. 19		
1564220583104	K4jn=58%YA	1562101354843	Multifactor models:<div><br></div><div>By definition we have \[R_i = a_i + b_{i,1}l_1 + b_{i,2}l_2 + \dots + b_{i,L}l_L + c_i,\] where</div><div><br></div><div>1) \(i \in \mathcal{I}\) is {{c1::a security}},</div><div>2) \(R_i\) is {{c2::the return on \(i\)}},</div><div>3) \(a_i+c_i\) is {{c3::the specific return on \(i\) with \(a_i\) constant}},</div><div>4) \(l_k\) are {{c4::the changes in each factor \(k \in \mathcal{L}\)}}; and</div><div>5) \(b_{i,k}\) are {{c5::the sensitivities of \(i\) for each \(k \in \mathcal{L}\)}}.</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 7 p. 19		
1564229830823	n[~>3+KRG0	1562101354843	Let \(X \sim \log\mathcal{N}(\mu, \sigma^2)\). Then \[\mathbb{P}(X \leq x) = {{c1::\Phi\left(\frac{\log(x) - \mu}{\sigma}\right)::\textrm{in terms of }\Phi}}.\]			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 5 p. 16		
1564231257924	D#J)K00W=^	1562101354843	In the lognormal model of returns, \[{{c2::\ln(S_u/S_t)}} \sim {{c1::\mathcal{N}\left[\eta(u-t), \sigma^2(u-t)\right]}}\]	for every \(u &gt; t\). Note that \(\eta\) is the log drift coefficient. The drift of the process itself is \(\eta + \sigma^2/2\).		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 11 p. 4		
1564231779221	bkwF|EYTsl	1562101354843	Let \(S_t\) be a geometric Brownian motion. Then \[S_t = {{c1::S_0\exp\left[\left(\mu-\frac{\sigma^2}{2}\right)t + \sigma W_t\right]}}.\]			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 10 p. 38		
1564231865528	tC/D>A7+Wi	1562101354843	Let \(S_t\) be a geometric Brownian motion. Then \[\textrm{d}S_t = {{c1::S_t(\mu\textrm{d}t + \sigma \textrm{d}W_t)}}.\]	This is simply a re-statement of the (SDE) definition of a geometric Brownian motion.		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 10 p. 38		
1564232261788	I^C(90WoFJ	1562101354843	In the lognormal model of returns, \[S_u = {{c1::S_t\exp\left[\eta (u-t) + \sigma\sqrt{u-t}Z\right]}}\]	For \(u &gt; t\). Here \(Z \sim \mathcal{N}(0,1)\).		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 11 p. 6		
1564232369574	-h*i8q0.`	1562101354843	In the lognormal model of returns, \[\mathbb{E}(S_u) = {{c1::S_t\exp\left(\eta(u-t) + \frac{\sigma^2}{2}(u-t)\right)}}.\]	For \(n &gt;t\).		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 11 p. 11		
1564232514982	Dk$BOb5u|U	1562101354843	In the lognormal model of returns, \[\textrm{Var}(S_u) = {{c1::S_t^2\exp\left[2\eta (u-t) + \sigma^2(u-t)\right]\left(\exp(\sigma^2(u-t))-1\right)}}.\]	For \(u &gt; t\).		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 11 p. 11		
1564304283903	Jd}F}gSd^W	1562101354843	Put-call parity is a result of the fact that {{c1::one call + \(Ke^{r(T-t)}\) in cash has the same value at time \(T\) as one put + one share of \(S_t\)}}.			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 12 p. 30		
1564304560040	nErsq]Dq6N	1562101354843	The price of a European call option, \(c_t\), satisfies \[{{c1::S_t}} \geq c_t \geq {{c2::\max\{S_t - Ke^{-r(T-t)}, 0\} }}.\]			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 12 p. 36		
1564304601067	HCKX%NwdSl	1562101354843	The price of an American call option, \(C_t\), satisfies \[{{c1::S_t}} \geq C_t \geq {{c2::\max\{S_t - Ke^{-r(T-t)}, 0\} }}.\]			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 12 p. 36		
1564304722850	Q,xo$;l9-<	1562101354843	The price of a European put option, \(p_t\), satisfies \[{{c1::Ke^{-r(T-t)} }} \geq p_t \geq {{c2::\max\{Ke^{-r(T-t)} -S_t, 0\} }}.\]			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 12 p. 36		
1564304762416	isWvqW#Ll}	1562101354843	The price of an American put option, \(P_t\), satisfies \[{{c1::K}} \geq p_t \geq {{c2::\max\{K -S_t, 0\} }}.\]	This is because an American put option can be exercised immediately, which gets you cash (which can be invested).		<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 12 p. 36		
1564305023971	ID!x?,s$3$	1508676822151	Why is the price of a European call option, \(c_t \geq \max\{S_t-Ke^{-r(T-t)}, 0\}\)?	The portfolio \(c_t + Ke^{-r(T-t)}\) has a least the payoff of \(S_T\) at time \(T\).<div><br></div><div>The \(c_t \geq 0\) part comes from the fact that the option cannot have a negative value to the holder.</div>			<i>CM2.</i>&nbsp;ActEd Combined Materials Pack (2019), chp. 12 p. 23	
1564575107032	KN@00e9*?[	1506525119072	What does RBS stand for?	Realistic Balance Sheet.				
1564575131093	Iz3k6?bwp/	1506525119072	What does GPV stand for?	Gross Premium Valuation.				
1564575181660	ba]Xz1=E;C	1506525119072	What does ESG stand for?	Economic Scenario Generator.				
